id,web_name,first_name,second_name,squad_number,element_type,team,status,news,news_added,cost,cost_change_start,cost_change_start_fall,dreamteam_count,selected_by_percent,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
391,Pereyra,Roberto,Pereyra,37,3,18,a,,2019-04-16T21:01:20Z,5.9,-1,1,1,8,122,3.7,2817,6,4,6,53,0,0,0,3,0,0,13,432,458.4,512.7,744,171.8
392,Hughes,Will,Hughes,19,3,18,a,,2019-01-13T15:31:18Z,4.9,-1,1,0,0.7,87,2.7,2419,2,4,7,39,0,0,0,5,0,0,5,320,429.2,416,451,129.6
394,Deulofeu,Gerard,Deulofeu,7,3,18,a,,2019-04-07T18:01:21Z,5.7,2,-2,3,7.2,133,4.4,2064,10,5,9,29,0,0,0,3,0,0,10,344,549.2,455.6,856,185.6
395,Gray,Andre,Gray,18,4,18,a,,2018-12-10T19:31:18Z,5.9,-1,1,0,1.9,83,2.9,1352,7,2,4,23,0,0,0,2,0,0,10,254,331.8,183.9,620,112.8
396,Deeney,Troy,Deeney,9,4,18,a,,2019-04-15T21:01:19Z,5.8,-2,2,4,3.7,116,3.6,2542,9,5,5,44,0,0,0,4,1,0,13,411,607.4,549.5,1019,216.9
397,Okaka,Stefano,Okaka,33,4,18,u,Season-long loan to Udinese,2019-01-09T08:59:30Z,5,0,0,0,0.1,1,0.5,22,0,0,0,1,0,0,0,1,0,0,0,-1,3.2,24.7,26,5.2
398,Sinclair,Jerome,Sinclair,17,4,18,a,,2019-01-31T17:01:19Z,4.4,-1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Foster,Ben,Foster,26,1,18,a,,,4.6,1,-1,3,8.5,129,3.4,3420,0,0,7,59,0,1,0,1,0,128,11,703,988,50,1,104.1
446,Sema,Ken,Sema,12,3,18,a,,,4.6,-4,4,1,0.1,37,2.2,747,1,2,3,9,0,0,0,1,0,0,1,91,128.6,112.7,169,40.8
517,Quina,Domingos,Quina,20,3,18,i,Shoulder injury - Unknown return date,2019-04-12T16:31:20Z,4.4,-1,1,0,0.1,17,2.1,334,1,0,0,5,0,0,0,0,0,0,2,68,69,40.2,22,13.1
524,Success,Isaac,Success Ajayi,10,4,18,a,,2019-04-01T19:31:19Z,4.5,0,0,0,2.4,42,1.4,1033,1,1,2,21,0,0,0,4,0,0,0,125,148.6,274.5,394,81.4
544,Wilmot,Ben,Wilmot,24,2,18,u,Season-long loan to Udinese,2019-01-31T20:01:20Z,4,0,0,0,0.1,1,0.5,26,0,0,0,2,0,0,0,0,0,0,0,8,7.2,0.3,0,0.8
554,Penaranda,Adalberto,Penaranda,17,4,18,a,,2019-04-01T19:31:19Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Adrian,Adrian,San Miguel del Castillo,13,1,19,a,,,4.2,-3,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Fabianski,Lukasz,Fabianski,1,1,19,a,,2019-02-01T00:01:20Z,4.7,2,-2,3,14.3,143,3.8,3420,0,0,7,55,0,1,0,0,0,148,15,742,1136,20,0,115.5
401,Reid,Winston,Reid,2,2,19,i,Lack of match fitness - Unknown return date,2018-07-05T14:31:07Z,4.4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Cresswell,Aaron,Cresswell,3,2,19,a,,2019-04-13T19:01:22Z,5,-5,5,0,0.5,34,1.7,1588,0,1,1,26,0,0,0,1,0,0,0,257,318.2,290.9,113,72.3
403,Ogbonna,Angelo,Ogbonna,21,2,19,a,,,4.2,-3,3,1,0.8,48,2,1871,1,1,2,36,0,0,0,2,0,0,2,314,462.4,54.2,168,68.5
404,Byram,Sam,Byram,22,2,19,u,Season-long loan to Nottingham Forest ,2018-08-15T09:19:35Z,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Zabaleta,Pablo,Zabaleta,5,2,19,a,,2018-12-27T20:31:17Z,4.3,-2,2,0,1.7,56,2.2,2089,0,1,4,35,0,0,0,4,0,0,4,350,447.4,163.2,106,71.8
406,Rice,Declan,Rice,41,2,19,a,,2019-05-06T09:01:23Z,4.4,-1,1,2,4.2,92,2.7,3003,2,0,6,47,0,0,0,4,0,0,9,586,584.4,174.2,213,97.1
407,Oxford,Reece,Oxford,35,2,19,u,Season-long loan to Augsburg,2019-01-31T18:31:20Z,4.2,-3,3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Fredericks,Ryan,Fredericks,24,2,19,a,,2019-04-02T16:31:20Z,4.5,-5,5,2,0.3,38,2.5,1084,1,0,3,16,0,0,0,5,0,0,4,169,254.8,77.2,85,42
409,Diop,Issa,Diop,23,2,19,a,,,4.2,-3,3,1,1.4,87,2.6,2970,1,0,7,43,1,0,0,4,0,0,6,561,733,52.3,162,94.8
410,Masuaku,Arthur,Masuaku,26,3,19,a,,2019-02-28T10:01:21Z,4.2,-3,3,0,1.5,49,2.1,1757,0,2,4,29,0,0,0,2,0,0,0,311,434.4,212,55,70.3
411,Noble,Mark,Noble,16,3,19,a,,2018-10-27T19:01:15Z,4.8,-2,2,1,0.5,99,3.2,2289,5,5,7,31,0,0,0,6,1,0,5,454,521.4,359.8,196,107.6
413,Obiang,Pedro,Obiang,14,3,19,a,,2018-10-20T18:01:17Z,4.2,-3,3,0,0.8,43,1.8,1116,0,2,2,21,0,0,0,0,0,0,1,188,219.2,105.9,112,43.6
414,Lanzini,Manuel,Lanzini,10,3,19,a,,2019-04-13T19:01:22Z,6.4,-1,1,0,0.1,31,3.1,685,1,2,2,12,0,0,0,2,0,0,3,148,141,118.2,165,42.4
415,Antonio,Michail,Antonio,30,3,19,a,,2018-08-26T16:31:13Z,6.8,-2,2,1,1.2,118,3.6,2093,6,8,7,30,0,0,0,3,0,0,6,305,482,346.2,852,167
416,Fernandes,Edimilson,Fernandes,31,3,19,u,Season-long loan to Fiorentina,2018-08-10T14:01:13Z,4.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Arnautovic,Marko,Arnautovic,7,4,19,a,,2019-04-27T19:31:24Z,6.7,-3,3,3,6.7,117,4.2,1988,10,5,4,34,0,0,0,3,0,0,15,405,551.6,500.6,946,199.2
418,Carroll,Andy,Carroll,9,4,19,i,Ankle injury - Unknown return date,2019-03-09T18:31:20Z,5.4,-1,1,0,0.1,12,1,454,0,0,0,7,0,0,0,2,0,0,0,10,41.8,51.4,169,25.8
419,Chicharito,Javier,Hernandez Balcazar,17,4,19,a,,2019-04-18T12:01:20Z,6.1,-4,4,2,1.5,86,3.4,1326,7,4,6,20,0,0,0,2,0,0,10,276,301,112,528,93.4
420,Hugill,Jordan,Hugill,12,4,19,u,Season-long loan to Middlesbrough,2018-08-03T15:01:10Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Wilshere,Jack,Wilshere,19,3,19,a,,2018-12-04T22:31:16Z,4.8,-2,2,0,0.8,17,2.1,388,0,2,1,10,0,0,0,2,0,0,0,90,72,74,17,16.3
453,Yarmolenko,Andriy,Yarmolenko,20,3,19,a,,2018-10-20T16:31:17Z,6.7,-3,3,1,0.5,27,3,456,2,1,1,6,0,0,0,2,0,0,2,88,86,84.6,122,29.1
464,Balbuena,Fabian,Balbuena,4,2,19,a,,2018-12-22T17:01:18Z,4.2,-3,3,1,0.3,61,2.7,2013,1,0,5,32,0,0,0,2,0,0,3,375,534.6,40.9,201,77.8
465,Felipe Anderson,Felipe Anderson,Pereira Gomes,8,3,19,a,,2019-05-06T09:01:23Z,6.8,-2,2,4,8.2,155,4.3,3045,9,6,7,49,0,0,0,3,0,0,18,619,882.2,1042.4,799,272.2
489,Snodgrass,Robert,Snodgrass,11,3,19,a,,2018-11-10T19:01:15Z,5,-5,5,2,0.9,85,2.6,2215,2,5,5,33,0,0,0,10,0,0,9,364,460.8,976,380,181.5
502,Lucas,Lucas,Perez,27,4,19,a,,2019-04-13T19:01:22Z,6.2,-3,3,1,0.1,33,2.2,465,3,0,0,13,0,0,0,0,0,0,5,127,136.8,110.5,131,37.7
518,Carlos Sanchez,Carlos,Sanchez,15,3,19,a,,2018-09-26T22:31:13Z,4.3,-2,2,0,0.1,9,1.3,240,0,0,0,4,0,0,0,0,0,0,0,44,24.6,28.8,24,7.8
539,Diangana,Grady,Diangana,45,3,19,a,,,4.5,0,0,0,0,25,1.5,600,0,1,2,13,0,0,0,0,0,0,0,86,115,174.5,175,46.2
547,Powell,Joe,Powell,50,3,19,u,Season-long loan to Northampton Town,2019-03-27T09:34:15Z,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Coventry,Conor,Coventry,54,3,19,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Xande Silva,Alexandre Nascimento,Costa Silva,32,4,19,a,,,4.5,0,0,0,0.2,1,1,17,0,0,0,0,0,0,0,0,0,0,0,3,2,10.3,36,4.8
569,Nasri,Samir,Nasri,18,3,19,a,,2019-03-28T13:01:23Z,4.9,-6,6,0,0.2,14,2.8,243,0,2,1,2,0,0,0,0,0,0,0,61,49.8,86.6,28,16.4
605,Johnson,Ben,Johnson,53,2,19,a,,2019-02-28T10:01:21Z,4,0,0,0,0,2,2,62,0,0,0,1,0,0,0,0,0,0,0,6,7.8,0.4,0,0.8
611,Holland,Nathan,Holland,37,3,19,a,,,4,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Ruddy,John,Ruddy,21,1,20,a,,,4.2,-3,3,0,0.2,7,7,90,0,0,1,0,0,0,0,0,0,3,0,25,26.6,0,0,2.7
422,Norris,Will,Norris,31,1,20,a,,,3.9,-1,1,0,2.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
423,Boly,Willy,Boly,15,2,20,a,,2019-01-14T22:01:18Z,4.7,2,-2,3,6.1,120,3.3,3168,4,0,8,43,0,0,0,2,1,0,10,635,954.2,146.9,279,137.7
424,Douglas,Barry,Douglas,3,2,20,u,Transferred to Leeds,2018-07-30T08:36:08Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Doherty,Matt,Doherty,2,2,20,a,,2019-02-17T15:31:20Z,5.3,8,-8,4,21.9,144,3.8,3141,4,7,8,41,1,0,0,5,0,0,12,596,758.8,547.4,711,201.6
426,Saiss,Romain,Saiss,27,2,20,a,,2019-01-03T00:01:17Z,4.2,-3,3,1,0.4,47,2.5,1142,2,0,3,17,0,0,0,7,0,0,5,248,363.6,70.9,129,56.2
427,Bennett,Ryan,Bennett,5,2,20,a,,2019-03-02T17:31:20Z,4.1,1,-1,0,8,89,2.6,3060,1,0,9,38,0,0,0,12,0,0,1,467,566.4,129.7,172,86.9
428,Batth,Danny,Batth,6,2,20,u,Season-long loan to Middlesbrough,2018-08-31T19:01:13Z,4,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Miranda,Roderick Jefferson,Goncalves Miranda,25,2,20,u,Season-long loan to Olympiacos,2018-07-13T08:41:00Z,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Coady,Conor,Coady,16,2,20,a,,,4.5,0,0,1,0.9,94,2.5,3420,0,0,9,46,3,0,0,5,0,0,6,585,593.2,26.2,0,61.8
431,Vinagre,Ruben Gonzalo,Silva Nascimento Vinagre,29,2,20,a,,2019-02-04T14:31:20Z,4.3,-2,2,0,0.1,24,1.4,703,0,0,1,9,0,0,0,1,0,0,0,118,117,113.7,69,30
432,Jota,Diogo,Jota,18,3,20,a,,2019-02-17T13:31:20Z,6.3,-2,2,3,8.5,139,4.2,2352,9,8,10,29,0,0,0,11,0,0,13,386,559.6,402.5,888,185
433,Neves,Ruben Diogo,da Silva Neves,8,3,20,a,,2019-02-02T17:01:21Z,4.9,-1,1,2,10.4,104,3,3006,4,3,8,43,0,0,0,8,0,0,7,483,698.2,365.9,402,146.8
434,Cavaleiro,Ivan,Cavaleiro,7,3,20,a,,2018-07-30T18:31:10Z,5.2,-3,3,1,0.1,48,2.1,677,3,1,1,11,0,0,0,1,0,0,3,156,198,313.6,156,66
435,Costa,Helder,Costa,10,3,20,a,,2018-10-01T12:31:14Z,4.6,-4,4,0,0.4,52,2.1,1333,1,2,5,19,0,0,0,3,0,0,0,136,162.8,264,280,70.9
436,Enobakhare,Bright,Enobakhare,14,3,20,u,Season-long loan to Coventry City,2018-08-31T15:01:13Z,4.3,-2,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Jimenez,Raul,Jimenez,9,4,20,a,,2018-09-12T16:31:15Z,6.9,14,-14,3,33.4,181,4.8,3112,13,10,12,40,0,0,0,4,0,0,31,602,788.8,648.5,1428,285.4
438,Bonatini,Bonatini Lohner Maia,Bonatini,33,4,20,u,Season-long loan to Nottingham Forest,2019-01-31T17:31:20Z,4.6,-4,4,0,0.3,10,1.4,130,0,1,0,0,0,0,0,0,0,0,0,19,24.6,30.9,90,13.6
448,Gibbs-White,Morgan,Gibbs-White,17,3,20,a,,,4.3,-2,2,0,0.5,37,1.4,645,0,1,4,12,0,0,0,1,0,0,0,113,73.2,181.1,72,32.5
449,Mir,Rafa,Mir,9,4,20,u,Season-long loan to Las Palmas,2018-07-25T08:17:16Z,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Patricio,Rui Pedro,dos Santos Patrício,11,1,20,a,,,4.5,0,0,2,8,118,3.2,3330,0,0,8,46,0,0,0,0,0,97,4,581,695,0,0,69.1
475,Moutinho,Joao Filipe Iria,Santos Moutinho,28,3,20,a,,,5.1,-4,4,1,5.1,119,3.1,3030,1,8,9,39,0,0,0,4,0,0,13,628,812.6,1245.8,102,216.4
483,Jonny,Jonathan,Castro Otto,19,2,20,a,,2018-12-15T14:01:16Z,4.3,-2,2,2,3.6,103,3.1,2772,1,3,8,39,0,0,0,6,0,0,9,488,523.4,447.3,361,133.3
500,Traore,Adama,Traore,37,3,20,a,,2018-12-29T20:31:18Z,5.1,-4,4,0,0.3,44,1.5,884,1,1,1,13,0,0,0,1,0,0,2,182,223.4,271.3,265,75.8
519,Dendoncker,Leander,Dendoncker,32,3,20,a,,2018-08-24T16:31:12Z,4.3,-2,2,0,0.6,48,2.5,1465,2,0,3,21,0,0,0,1,0,0,1,209,334.8,126.6,288,75.1
525,Hause,Kortney,Hause,30,2,20,u,Season-long loan to Aston Villa,2019-01-07T23:01:17Z,4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Giles,Ryan John,Giles,23,3,20,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Kilman,Max,Kilman,49,2,20,a,,,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
596,John,Cameron,John,47,2,20,a,,,4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
