id,web_name,first_name,second_name,squad_number,element_type,team,status,news,news_added,cost,cost_change_start,cost_change_start_fall,dreamteam_count,selected_by_percent,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
487,Mawson,Alfie,Mawson,26,2,9,a,,2018-12-29T20:31:18Z,4.7,-3,3,0,0.1,19,1.3,1130,0,0,1,26,0,0,0,2,0,0,2,174,259.2,23.2,31,31.3
509,Rico,Sergio,Rico,25,1,9,a,,,4.4,-1,1,1,0.7,86,3,2610,0,0,5,56,0,0,0,1,0,111,8,519,851.4,20.3,0,87.1
510,Bryan,Joe,Bryan,23,2,9,a,,2019-01-30T10:01:22Z,4.8,-2,2,0,0.2,52,1.9,2344,0,1,5,54,1,0,0,5,0,0,4,397,469.2,385.4,226,108.1
511,Fosu-Mensah,Timothy,Fosu-Mensah,21,2,9,i,Knee injury - Unknown return date,2019-04-14T15:31:24Z,4.5,0,0,0,0.3,14,1.2,791,0,0,1,18,1,0,0,3,0,0,1,119,136.4,100.3,28,26.4
512,Zambo Anguissa,Andre-Frank,Zambo Anguissa,29,3,9,a,,2019-04-13T17:01:22Z,4.4,-1,1,0,0.1,37,1.7,1512,0,0,3,33,0,0,0,1,1,0,0,235,315.8,137,163,61.4
513,Vietto,Luciano,Vietto,19,4,9,a,,,5.3,-2,2,1,0.4,47,2.4,980,1,4,1,21,0,0,0,1,0,0,4,171,206.2,306.8,346,85.6
521,Cisse,Ibrahima,Cisse,44,3,9,a,,,4.3,-2,2,0,0.1,4,1.3,86,0,0,0,4,0,0,0,0,0,0,0,16,11.6,2.1,0,1.4
541,Steven Sessegnon,Zeze Steven,Sessegnon,43,2,9,a,,,4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Babel,Ryan,Babel,12,3,9,a,,2019-03-03T20:01:20Z,5.6,1,-1,2,1.7,75,4.7,1250,5,4,3,26,0,0,0,3,0,0,8,246,322,336.8,355,101.5
593,Nordtveit,Håvard,Nordtveit,16,2,9,a,,2019-02-07T15:31:21Z,4.5,0,0,0,0,8,1.6,361,0,1,0,10,0,0,0,0,0,0,0,70,93,31.4,0,12.4
594,Markovic,Lazar,Markovic,30,3,9,a,,2019-04-11T14:31:23Z,4.7,-3,3,0,0,1,1,45,0,0,0,1,0,0,0,0,0,0,0,3,6.2,13,4,2.3
610,Elliott,Harvey,Elliott,56,3,9,a,,,4,0,0,0,0.6,2,1,18,0,0,0,1,0,0,0,0,0,0,0,7,3.8,1.7,17,2.2
621,De La Torre,Luca,De La Torre,,3,9,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Puncheon,Jason,Puncheon,42,3,10,a,,2019-03-17T14:31:21Z,4.1,-4,4,0,1,15,1.4,392,0,0,1,9,0,0,0,1,0,0,0,50,43.6,79.9,39,16.3
190,Hamer,Ben,Hamer,12,1,10,a,,2019-04-25T14:01:21Z,3.9,-1,1,0,5.3,9,1.3,552,0,0,0,21,0,0,0,0,0,24,0,98,158,0,0,15.7
191,Lossl,Jonas,Lossl,1,1,10,a,,2019-02-09T17:01:20Z,4.4,-1,1,2,1.5,99,3.2,2777,0,1,5,54,0,1,0,1,0,88,9,541,764.2,40.3,4,80.7
192,Schindler,Christopher,Schindler,26,2,10,a,,2019-03-17T15:31:22Z,4.2,-3,3,1,2,76,2.1,3260,1,1,5,72,0,0,0,4,1,0,7,517,679.4,35.8,169,88.7
193,Lowe,Chris,Lowe,15,2,10,a,,2019-05-10T13:01:20Z,4.4,-1,1,0,0.1,49,1.7,2052,0,4,1,55,0,0,0,2,0,0,6,313,325.8,379.9,183,88.8
194,Smith,Tommy,Smith,2,2,10,a,,2019-02-23T18:01:19Z,4.4,-1,1,0,0.1,9,0.6,1141,0,0,1,37,0,0,0,2,1,0,0,141,161.4,116.2,36,31.5
195,Zanka,Mathias,Jorgensen,25,2,10,a,,2019-05-03T12:31:22Z,4.4,-1,1,0,2.3,67,2.8,2147,3,1,3,38,0,0,0,6,0,0,4,402,544.2,103.7,169,81.9
196,Malone,Scott,Malone,3,2,10,u,Transferred to Derby County,2018-08-09T06:50:04Z,4,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Hadergjonaj,Florent,Hadergjonaj,33,2,10,a,,,4.3,-2,2,0,0.1,50,2.1,1837,0,0,4,36,0,0,0,1,0,0,1,307,286.8,395.7,80,76.2
198,Kongolo,Terence,Kongolo,5,2,10,a,,2019-04-04T13:31:20Z,4.3,-2,2,1,0.2,60,1.9,2716,1,1,4,65,1,0,0,4,0,0,4,429,581,138.5,160,88.1
199,Mooy,Aaron,Mooy,10,3,10,a,,2019-04-26T10:01:22Z,5,-5,5,1,1,76,2.6,2326,3,1,3,48,0,0,0,4,0,0,5,411,510.8,725.2,359,159.7
200,van La Parra,Rajiv,van La Parra,17,3,10,u,Season-long loan to Middlesbrough,2018-12-20T16:31:16Z,4.6,-4,4,0,0,10,2,405,0,0,1,6,0,0,0,0,0,0,0,13,27.8,57.6,41,12.6
201,Hogg,Jonathan,Hogg,6,3,10,a,,2019-03-02T17:31:20Z,4.4,-1,1,0,0.2,54,1.9,2369,0,1,5,44,0,0,0,8,1,0,3,326,390.4,271.1,70,72.5
202,Billing,Philip,Billing,8,3,10,a,,2019-04-04T13:31:20Z,4.5,0,0,0,1,63,2.3,2187,2,0,5,43,0,0,0,7,0,0,4,317,494.6,341,375,121.3
203,Ince,Tom,Ince,11,3,10,u,Transferred to Stoke,2018-07-24T14:34:21Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Williams,Danny,Williams,19,3,10,a,,2018-12-14T13:31:15Z,4.5,0,0,0,0,6,1.2,94,0,0,1,1,0,0,0,1,0,0,0,12,8.6,11.4,1,2
205,Sabiri,Abdelhamid,Sabiri,29,3,10,a,,2019-04-04T16:01:19Z,4.3,-2,2,0,0,2,1,48,0,0,0,3,0,0,0,0,0,0,0,6,4.2,0.5,2,0.7
206,Pritchard,Alex,Pritchard,21,3,10,a,,,4.8,-2,2,0,0.1,69,2.3,2079,2,0,7,40,0,0,0,2,0,0,2,251,297.4,497.9,546,134
207,Sobhi,Ramadan,Sobhi,14,3,10,u,Season-long loan to Al Ahly,2018-12-31T15:31:17Z,4.7,-3,3,0,0.1,4,1,75,0,0,0,2,0,0,0,0,0,0,0,13,15.4,48.2,6,6.9
208,Bacuna,Juninho,Bacuna,7,3,10,a,,2019-03-17T15:31:22Z,4.2,-3,3,1,0.4,39,1.9,1410,1,0,0,37,0,0,0,4,0,0,1,179,246.4,278.8,131,65.9
209,Quaner,Collin,Quaner,23,4,10,a,,2019-01-08T23:01:17Z,4.3,-2,2,0,3.5,2,1,37,0,0,0,2,0,0,0,0,0,0,0,3,2.2,13.7,0,1.6
210,Depoitre,Laurent,Depoitre,20,4,10,a,,2019-03-07T14:01:20Z,5.1,-4,4,0,0.3,34,1.5,1058,0,1,0,23,0,0,0,1,0,0,0,40,51.6,124.3,381,54.8
211,Mounie,Steve,Mounie,24,4,10,a,,2018-12-01T17:31:14Z,5.8,-2,2,0,0.2,69,2.2,1767,2,4,5,38,0,0,0,1,1,0,4,153,226.4,251.7,788,123.9
212,Kachunga,Elias,Kachunga,9,4,10,a,,2018-07-05T14:31:07Z,4.8,-2,2,0,0.1,29,1.4,1175,0,0,1,30,0,0,0,2,0,0,0,41,83.6,109,180,36.7
461,Durm,Erik,Durm,37,2,10,a,,2019-05-05T15:31:23Z,4.4,-1,1,1,0.1,49,1.8,2049,0,1,3,45,0,0,0,0,0,0,2,297,281.8,209.2,114,60.7
471,Diakhaby,Adama,Diakhaby,11,3,10,a,,2019-02-23T20:01:20Z,4.5,-5,5,0,0,19,1.6,548,0,1,1,16,0,0,0,1,0,0,0,38,40,80.6,115,23.4
514,Mbenza,Isaac,Mbenza,18,3,10,a,,2019-04-11T15:01:19Z,5.9,-1,1,0,0,38,1.7,977,1,1,0,25,0,0,0,1,0,0,0,127,110.4,118.5,174,40
522,Stankovic,Jon Gorenc,Stankovic,27,2,10,a,,,3.9,-1,1,0,2.9,24,2.2,715,1,0,2,20,0,0,0,2,0,0,2,127,166.6,28.2,101,29.5
533,Schofield,Ryan,Schofield,31,1,10,u,Season-long loan to Notts County,2019-01-10T15:01:17Z,4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Grant,Karlan,Grant,16,4,10,a,,2019-04-18T15:01:20Z,5,0,0,1,0.2,45,3.5,873,3,2,1,23,0,0,0,0,0,0,5,123,141.8,109.6,308,55.9
598,Coleman,Joel,Coleman,13,1,10,a,,,4,0,0,0,0,2,2,90,0,0,0,1,0,0,0,0,0,2,0,13,14.8,0,0,1.5
601,Duhaney,Demeaco,Duhaney,38,2,10,a,,2019-02-28T15:01:20Z,4,0,0,0,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,1,3.8,1.6,0,0.5
606,Daly,Matthew,Daly,41,3,10,a,,2019-04-04T13:31:20Z,4.5,0,0,0,0,2,1,73,0,0,0,1,0,0,0,0,0,0,0,5,0.6,1,2,0.4
607,Rowe,Aaron,Rowe,44,3,10,a,,2019-03-17T15:31:23Z,4.5,0,0,0,0,2,1,68,0,0,0,1,0,0,0,0,0,0,0,-2,0,1.2,0,0
213,Schmeichel,Kasper,Schmeichel,1,1,11,a,,,5,0,0,1,4.7,120,3.2,3420,0,0,10,48,0,0,0,3,0,90,6,618,756.8,10,4,76.9
214,Jakupovic,Eldin,Jakupovic,17,1,11,a,,,4.3,-2,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Morgan,Wes,Morgan,5,2,11,a,,2018-12-29T15:31:17Z,4.5,0,0,2,1.6,76,3.5,1924,3,0,6,28,0,0,0,1,2,0,7,365,471,40.1,293,80.5
216,Fuchs,Christian,Fuchs,28,2,11,a,,,4.1,-4,4,0,0.4,3,1,206,0,0,0,5,0,0,0,0,0,0,0,38,50.4,85.6,14,14.9
217,Simpson,Danny,Simpson,2,2,11,a,,2018-07-23T19:01:08Z,4.2,-3,3,0,0.2,12,2,289,0,0,1,4,0,0,0,0,0,0,0,50,74.6,13.2,2,9
218,Benalouane,Yohan,Benalouane,29,2,11,u,Transferred to Nottingham Forest,2019-01-18T11:31:18Z,3.9,-1,1,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Chilwell,Benjamin,Chilwell,3,2,11,a,,2019-02-21T15:31:20Z,5,0,0,1,2.8,118,3.3,3240,0,5,10,43,0,0,0,4,0,0,8,578,721,674.6,298,170
220,Maguire,Harry,Maguire,15,2,11,a,,2019-03-16T17:31:19Z,5.4,-1,1,2,8.3,92,3,2596,3,1,6,41,0,0,0,6,1,0,10,533,715.8,165.3,462,134.3
221,Pereira,Ricardo Domingos,Barbosa Pereira,14,2,11,a,,,5.3,3,-3,5,10.6,146,4.2,3123,2,8,10,45,0,0,0,7,0,0,22,693,889,517.6,430,183.7
222,Evans,Jonny,Evans,6,2,11,a,,2019-04-06T16:31:22Z,4.8,-2,2,0,0.4,77,3.2,1993,1,0,8,26,0,0,0,2,0,0,3,418,460,66.1,158,68.5
224,Albrighton,Marc,Albrighton,11,3,11,a,,2019-02-03T14:01:20Z,5.1,-4,4,0,0.3,63,2.3,1617,2,2,5,17,0,0,0,3,0,0,4,279,371.2,446.8,242,106.1
225,Gray,Demarai,Gray,7,3,11,a,,2018-10-27T15:31:14Z,5.4,-1,1,0,0.9,84,2.5,1978,4,1,6,29,0,0,0,2,0,0,3,244,320.2,310.2,599,122.5
226,Amartey,Daniel,Amartey,18,3,11,i,Leg injury - Unknown return date,2018-10-27T19:01:14Z,4.3,-2,2,0,0.2,15,1.7,639,0,0,1,9,0,0,0,2,0,0,0,103,139,46.7,21,20.8
227,Ndidi,Wilfred,Ndidi,25,3,11,a,,2018-12-22T14:01:16Z,4.9,-1,1,0,0.8,89,2.3,3295,2,0,9,47,0,0,0,8,0,0,4,571,726,342.4,346,141.6
228,Iborra,Vicente,Iborra,21,3,11,u,Joined Villarreal in a permanent move,2019-01-07T16:01:16Z,4.7,-3,3,0,0,9,1.1,224,0,0,0,4,0,0,0,0,0,0,0,31,26.8,27.8,25,8
229,James,Matty,James,22,3,11,a,,2018-07-05T14:31:07Z,4.4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Choudhury,Hamza,Choudhury,38,3,11,a,,,4.3,-2,2,0,0.1,20,2.2,593,0,0,4,4,0,0,0,0,0,0,0,80,119.6,73.7,51,24.6
231,Silva,Adrien Sebastian,Perruchet Silva,23,3,11,u,Season-long loan to Monaco,2019-01-31T20:31:19Z,4.7,-3,3,0,0.1,3,1.5,87,0,0,0,1,0,0,0,0,0,0,0,16,14.2,6.3,0,2.1
232,Diabate,Fousseni,Diabate,27,3,11,u,Season-long loan to Sivasspor,2019-01-10T10:31:17Z,4.6,-4,4,0,0,1,1,54,0,0,0,1,0,0,0,0,0,0,0,4,7.4,15.8,0,2.3
233,Maddison,James,Maddison,10,3,11,a,,2019-02-21T15:31:20Z,6.6,1,-1,1,5.2,137,3.8,2831,7,7,8,44,0,0,1,3,1,0,12,619,801.4,1515,769,308.4
234,Vardy,Jamie,Vardy,9,4,11,a,,2019-03-03T15:01:20Z,9,0,0,4,10.3,174,5.1,2726,18,5,11,36,0,0,1,3,1,0,31,598,822,419.9,1206,244.6
235,Okazaki,Shinji,Okazaki,20,4,11,a,,2018-08-25T13:01:12Z,5.1,-4,4,0,0.5,25,1.2,269,0,1,0,4,0,0,0,0,0,0,0,59,45.6,28.6,90,16.3
236,Iheanacho,Kelechi,Iheanacho,8,4,11,a,,,5.7,-3,3,1,0.8,58,1.9,924,1,5,1,16,0,0,0,2,0,0,3,160,135.8,209.4,230,56.9
457,Ward,Danny,Ward,12,1,11,a,,,4.3,-2,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Ghezzal,Rachid,Ghezzal,31,3,11,a,,2018-11-22T17:01:18Z,5,-5,5,0,0.1,28,1.5,733,1,0,1,13,0,0,0,3,0,0,2,112,147.8,307,228,68.3
501,Benkovic,Filip,Benkovic,16,2,11,u,Season-long loan to Celtic,2018-09-02T07:32:21Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Soyuncu,Caglar,Soyuncu,4,2,11,a,,2018-08-17T10:31:12Z,4.8,-2,2,0,0,9,1.5,371,0,0,0,4,0,0,0,1,0,0,0,48,76.6,6.8,22,10.6
527,Mendy,Nampalys,Mendy,24,3,11,a,,2019-02-10T16:01:21Z,4.3,-2,2,0,0.9,58,1.9,2085,0,1,7,29,0,0,0,5,0,0,0,291,235.8,135.5,23,39.5
558,Knight,Josh,Knight,34,2,11,u,Season-long loan to Peterborough,2019-02-01T11:32:20Z,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Barnes,Harvey,Barnes,19,3,11,a,,,5.5,0,0,0,0.2,43,2.7,1001,1,3,1,16,0,0,0,0,0,0,1,139,172.8,242,534,94.8
591,Tielemans,Youri,Tielemans,21,3,11,a,,,6,0,0,0,1.7,63,4.8,1087,3,5,3,14,0,0,0,2,0,0,6,267,299,269.7,249,81.8
237,Mignolet,Simon,Mignolet,22,1,12,a,,2018-09-14T13:01:14Z,4.7,-3,3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Karius,Loris,Karius,1,1,12,u,Two year loan to Besiktas,2018-08-27T06:55:46Z,4.9,-1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Lovren,Dejan,Lovren,6,2,12,a,,2019-04-16T22:01:19Z,4.9,-1,1,2,1.5,63,4.8,986,1,1,6,7,0,0,0,1,0,0,9,258,255.8,29.1,72,35.7
240,Moreno,Alberto,Moreno,18,2,12,a,,2019-01-03T20:01:19Z,4.1,-4,4,0,0.2,4,2,154,0,0,0,2,0,0,0,0,0,0,0,24,20,42,5,6.7
242,Gomez,Joseph,Gomez,12,2,12,a,,2018-12-05T23:01:16Z,4.8,-2,2,0,1,55,3.4,1059,0,0,7,4,0,0,0,2,0,0,2,268,209.8,92.1,44,34.7
243,Matip,Joel,Matip,32,2,12,a,,2018-12-11T23:31:18Z,4.9,-1,1,1,1.1,83,3.8,1535,1,0,9,12,0,0,0,3,0,0,7,402,414.6,57.9,85,55.9
244,Klavan,Ragnar,Klavan,17,2,12,u,Transferred to Cagliari,2018-08-08T07:01:10Z,4.4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Alexander-Arnold,Trent,Alexander-Arnold,66,2,12,a,,2019-03-20T19:01:21Z,5.8,8,-8,8,26.9,185,6.4,2460,1,13,16,14,0,0,0,3,0,0,25,753,734.4,837.4,276,184.7
246,van Dijk,Virgil,van Dijk,4,2,12,a,,2019-03-31T19:31:20Z,6.7,7,-7,4,32.3,208,5.5,3384,4,4,20,22,0,0,0,1,0,0,22,932,993.6,111.1,455,156.1
247,Robertson,Andrew,Robertson,26,2,12,a,,2019-05-07T22:31:21Z,6.7,7,-7,5,33,213,5.9,3216,0,12,21,20,0,0,0,4,0,0,29,906,748.8,767.2,318,183.6
248,Chamberlain,Alex,Oxlade-Chamberlain,21,3,12,a,,2018-07-05T14:31:07Z,6.4,-1,1,0,0.1,2,1,19,0,0,0,0,0,0,0,0,0,0,0,7,10.2,10.8,19,4
249,Henderson,Jordan,Henderson,14,3,12,a,,2019-05-10T10:01:23Z,5.3,-2,2,1,0.7,76,2.4,1976,1,3,12,14,0,0,0,1,1,0,2,397,358.8,311.7,182,85.4
250,Lallana,Adam,Lallana,20,3,12,a,,2019-04-08T13:01:21Z,6.9,-1,1,0,0.6,23,1.8,460,0,1,3,3,0,0,0,1,0,0,0,96,85.4,139,113,33.8
251,Mane,Sadio,Mane,10,3,12,a,,2018-12-08T12:31:17Z,10.3,8,-8,8,38.6,231,6.4,3076,22,3,19,21,0,0,0,2,0,0,24,703,1015.8,692.8,1332,304
252,Wijnaldum,Georginio,Wijnaldum,5,3,12,a,,2019-02-04T22:01:20Z,5.5,0,0,1,1.4,108,3.1,2723,3,1,18,16,0,0,0,3,0,0,9,470,437.6,405.2,338,118.4
253,Salah,Mohamed,Salah,11,3,12,a,,2019-05-04T21:01:22Z,13.2,2,-2,6,33.9,259,6.8,3254,22,12,21,20,0,0,0,1,0,0,18,687,1186.8,973.9,2168,432.7
254,Milner,James,Milner,7,3,12,a,,2019-03-08T10:31:19Z,5.6,1,-1,1,2.5,101,3.3,1778,5,5,9,13,0,0,0,5,1,0,12,448,587.2,725.2,374,169.2
255,Fabinho,Fabio Henrique,Tavares,3,3,12,a,,2019-04-21T17:01:23Z,5.5,-5,5,0,0.6,65,2.3,2011,1,2,11,14,0,0,0,6,0,0,0,305,406.2,283.4,173,86.4
256,Keita,Naby,Keita,8,3,12,i,Thigh injury - Expected back 06 Jul,2019-05-01T22:01:20Z,7.1,-4,4,1,1.5,67,2.7,1385,2,1,10,8,0,0,0,0,0,0,3,246,293.6,213.1,356,86.3
257,Firmino,Roberto,Firmino,9,4,12,a,,2019-05-05T01:31:24Z,9.3,-2,2,3,14.2,160,4.7,2606,12,8,19,15,0,0,0,0,0,0,24,647,774.8,670.1,1240,267.8
462,Shaqiri,Xherdan,Shaqiri,23,3,12,a,,2019-03-19T01:01:21Z,6.8,-7,7,1,2.1,88,3.7,1052,6,5,7,6,0,0,0,2,0,0,4,302,363.6,344.7,282,99.1
468,Alisson,Alisson,Ramses Becker,13,1,12,a,,,5.9,4,-4,1,23.4,176,4.6,3420,0,0,21,22,0,0,0,1,0,76,9,771,677,0.1,0,67.6
472,Sturridge,Daniel,Sturridge,15,4,12,a,,,5.6,-4,4,0,1,34,1.9,498,2,1,2,5,0,0,0,1,0,0,2,121,117.6,117.6,186,41.7
543,Origi,Divock,Origi,27,4,12,a,,2019-05-07T22:31:22Z,5,0,0,0,0.3,32,2.7,364,3,1,3,2,0,0,0,0,0,0,1,122,143.4,45,195,38.2
557,Camacho,Rafael,Camacho,64,3,12,a,,,5,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0.2
597,Jones,Curtis,Jones,48,3,12,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Mahrez,Riyad,Mahrez,26,3,13,a,,2018-07-29T08:31:08Z,8.2,-8,8,3,1.7,102,3.8,1331,7,4,4,9,0,0,1,0,0,0,14,349,459.4,450.8,731,164.1
260,Ederson,Ederson,Santana de Moraes,31,1,13,a,,,5.7,2,-2,2,22.9,169,4.4,3420,0,1,20,23,0,0,0,2,0,58,6,700,535.2,33,0,56.8
261,Bravo,Claudio,Bravo,1,1,13,i,Lack of match fitness - Unknown return date,2018-08-20T21:31:21Z,4.8,-2,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Stones,John,Stones,5,2,13,a,,2019-03-16T01:31:23Z,5.2,-3,3,0,4.6,83,3.5,1761,0,0,9,15,0,0,0,1,0,0,9,431,376.6,115.5,49,54.1
263,Kompany,Vincent,Kompany,4,2,13,a,,2019-03-16T01:31:23Z,5.2,-3,3,2,1.7,58,3.4,1220,1,0,6,7,0,0,0,6,0,0,4,294,329,44.2,55,43
264,Otamendi,Nicolas,Otamendi,30,2,13,a,,2019-03-17T18:31:21Z,6,-5,5,0,2.6,70,3.9,1233,0,0,9,7,0,0,0,1,0,0,5,335,281.2,53.7,143,47.8
265,Walker,Kyle,Walker,2,2,13,a,,2019-04-07T11:31:23Z,6.4,-1,1,2,12.1,150,4.5,2776,1,1,18,17,0,0,0,3,0,0,11,684,498.8,448.4,183,113.1
266,Danilo,Danilo Luiz,da Silva,3,2,13,a,,2018-12-22T14:01:17Z,4.8,-7,7,1,0.6,46,4.2,805,1,0,4,7,0,0,0,1,0,0,7,202,165.2,118,99,38.2
267,Mendy,Benjamin,Mendy,22,2,13,a,,2019-03-16T01:31:23Z,6.1,1,-1,2,5.9,59,5.9,900,0,6,4,6,0,0,0,1,0,0,6,262,250.8,222.7,70,54.2
268,Laporte,Aymeric,Laporte,14,2,13,a,,2019-02-24T20:01:23Z,6.3,8,-8,3,16.7,177,5.1,3056,3,3,18,21,0,0,0,3,0,0,16,768,790,239.3,278,131.2
269,Delph,Fabian,Delph,18,2,13,a,,2019-03-18T13:01:20Z,5.3,-2,2,0,0.3,29,2.6,722,0,1,3,9,0,0,0,1,1,0,2,186,153.8,97.8,24,27.5
270,Sterling,Raheem,Sterling,7,3,13,a,,2018-09-03T18:31:13Z,11.7,7,-7,6,24.8,234,6.9,2770,17,15,17,19,0,0,0,3,0,0,25,743,1060,937.4,1572,357.1
271,David Silva,David,Silva,21,3,13,a,,2018-12-26T14:01:16Z,8.5,0,0,2,4.4,143,4.3,2399,6,8,16,14,0,0,0,2,0,0,14,614,715.2,1150.3,1092,295.8
272,Fernandinho,Fernando,Luiz Rosa,25,3,13,a,,2019-04-24T21:31:23Z,5.3,-2,2,1,2.9,79,2.7,2375,1,3,12,15,0,0,0,5,0,0,4,444,534.6,396.8,208,114.2
273,De Bruyne,Kevin,De Bruyne,17,3,13,a,,2019-04-20T13:31:24Z,9.6,-4,4,0,3.4,59,3.1,968,2,3,6,3,0,0,0,2,0,0,8,268,301.4,562.3,317,117.9
274,Gundogan,Ilkay,Gundogan,8,3,13,a,,2019-04-24T21:31:23Z,5.4,-1,1,1,2.3,113,3.6,2129,6,3,13,15,0,0,0,3,0,0,10,528,548.8,819.7,447,181.6
275,Sane,Leroy,Sane,19,3,13,a,,,9.3,-2,2,3,7.3,156,5,1857,10,12,9,14,0,0,0,1,0,0,13,520,716.8,645,1039,240.3
276,Bernardo Silva,Bernardo Mota,Veiga de Carvalho e Silva,20,3,13,a,,2019-04-09T22:01:21Z,7.8,3,-3,3,13.6,154,4.3,2849,7,8,15,22,0,0,0,3,0,0,17,649,796.4,1026.3,1069,289.6
277,Foden,Phil,Foden,47,3,13,a,,2018-07-29T09:31:09Z,4.5,-5,5,0,0.2,25,1.9,328,1,0,2,0,0,0,0,0,0,0,3,93,85,133.8,208,42.6
278,Diaz,Brahim,Diaz,55,3,13,u,Joined Real Madrid in a permanent move,2019-01-07T10:31:16Z,4.7,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Zinchenko,Oleksandr,Zinchenko,35,3,13,a,,2019-04-03T21:01:18Z,4.7,-3,3,0,0.2,44,3.1,1151,0,3,9,4,0,0,0,1,0,0,1,230,279.2,278.6,77,63.5
280,Aguero,Sergio,Aguero,10,4,13,a,,2019-03-31T19:31:20Z,12,10,-10,4,42.7,201,6.1,2457,21,11,17,15,0,0,0,4,0,0,26,740,946.6,523.7,1685,315.4
281,Jesus,Gabriel Fernando,de Jesus,33,4,13,a,,2019-02-19T20:31:20Z,9.9,-6,6,2,1.6,79,2.7,1017,7,3,2,11,0,0,0,1,0,0,7,259,395.2,300.5,864,156.3
529,Muric,Arijanet,Muric,49,1,13,a,,,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Sandler,Philippe,Sandler,34,2,13,a,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,de Gea,David,de Gea,1,1,14,a,,,5.7,-3,3,2,16.2,120,3.2,3420,0,0,7,54,0,0,0,1,0,123,7,636,846,0,0,84.5
283,Romero,Sergio,Romero,22,1,14,a,,2019-05-03T10:31:22Z,4.9,-1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Smalling,Chris,Smalling,12,2,14,a,,2019-05-02T16:01:19Z,5.6,-4,4,1,1.4,56,2.3,2127,1,0,4,36,1,0,0,1,0,0,3,335,453.4,31,176,66
285,Jones,Phil,Jones,4,2,14,a,,2019-04-21T14:31:21Z,5.1,-4,4,1,0.5,43,2.4,1261,0,1,3,17,0,0,0,1,0,0,3,273,300.8,44.8,42,39
286,Shaw,Luke,Shaw,23,2,14,a,,2019-04-02T21:01:19Z,5.1,1,-1,1,8.1,91,3.1,2591,1,5,6,39,0,0,0,11,0,0,11,489,586.2,505.6,287,138.1
287,Rojo,Marcos,Rojo,16,2,14,a,,2018-12-13T10:01:17Z,4.9,-1,1,0,0.1,2,0.4,209,0,0,0,5,1,0,0,2,0,0,0,15,42.2,3.1,63,10.9
288,Valencia,Antonio,Valencia,25,2,14,a,,2019-03-29T16:31:19Z,6.4,-1,1,0,0.7,17,2.8,466,0,0,2,5,0,0,0,2,0,0,1,92,61.4,111.2,6,17.9
289,Darmian,Matteo,Darmian,36,2,14,a,,2019-02-08T10:31:20Z,4.6,-4,4,0,0.2,14,2.3,443,0,0,1,8,0,0,0,0,0,0,2,83,84.2,34.9,7,12.6
290,Blind,Daley,Blind,17,2,14,u,Transferred to Ajax,2018-07-18T10:05:48Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Bailly,Eric,Bailly,3,2,14,i,Knee injury - Unknown return date,2019-03-25T20:31:21Z,5,-5,5,0,1.3,16,1.3,636,0,0,1,13,0,0,0,0,1,0,0,109,125,3.4,35,16.5
